,Brands,Models,Transmission,Colour,Mileage,Year,Prices
108,13,38,0,88,14,-1,30300
109,13,38,0,35,5,-1,29600
110,13,38,0,91,9,-1,27500
111,13,38,0,3,5000,0,31400
112,13,38,0,98,3,0,26300
113,13,38,0,88,4,0,25500
114,13,38,1,30,4500,0,43950
115,13,38,0,35,10,0,31900
116,13,38,0,97,10401,0,27950
117,13,38,1,70,14006,1,39950
118,13,38,0,10,45598,1,29995
119,13,38,0,42,53998,1,21950
120,13,38,0,10,42000,2,17950
121,13,38,1,42,64526,2,22500
122,13,38,0,42,77699,2,18950
123,13,38,0,101,86500,3,16950
124,13,38,0,44,37014,3,11950
125,13,38,0,10,108282,3,17950
126,13,38,0,42,47793,3,17950
127,13,38,0,42,86857,3,17500
128,13,38,0,26,53912,3,17500
129,13,38,0,91,119101,3,15950
130,13,38,0,91,111042,5,14950
131,13,38,0,10,212428,9,7950
132,13,38,0,91,259097,9,4750
133,13,38,0,91,168977,11,6950
134,13,38,0,10,245201,13,2950
135,13,42,1,55,9,-1,40200
136,11,101,1,42,35887,3,14500
137,11,101,0,67,45210,3,12000
138,11,101,0,85,53107,4,11950
139,11,101,0,20,71012,5,11900
140,11,101,0,99,75088,5,11500
141,11,101,0,101,152884,8,7495
142,11,101,0,91,160930,10,5495
143,12,30,0,85,108628,6,4500
144,12,30,0,10,162718,8,4850
145,13,8,1,42,15000,0,56980
146,13,11,1,80,8,-1,54700
147,13,11,1,55,11,-1,54600
148,13,11,1,82,9,-1,53700
149,13,11,1,42,35005,2,32950
150,13,82,0,43,9,-1,33800
151,13,21,0,47,8,-1,21500
152,13,21,1,43,8,-1,20300
153,13,21,0,9,9,-1,19200
154,13,21,0,101,9,-1,16900
155,13,21,0,21,9,-1,15800
156,13,21,0,101,5001,0,14300
157,13,21,0,94,76001,1,16500
158,13,21,0,0,119088,4,8950
159,13,82,0,43,8,-1,33100
160,13,22,1,47,11,0,33800
161,13,23,0,62,5,0,67700
162,13,19,0,10,239786,7,11950
163,13,38,1,3,2,-1,52000
164,13,38,1,36,9,-1,35100
165,11,29,0,58,40007,2,21000
166,11,29,0,1,16272,2,20500
167,11,29,0,42,32905,2,18000
168,11,29,0,7,66361,3,17500
169,11,29,0,42,96558,3,15950
170,11,29,0,7,92342,4,13500
171,11,29,0,18,122022,5,13500
172,11,29,0,7,103019,6,12000
173,11,41,0,11,138400,5,25000
174,11,66,1,5,44008,3,17950
175,11,67,0,101,179735,2,9950
176,11,70,1,73,31904,2,30100
177,11,70,1,92,29679,2,29000
