,Brands,Models,Transmission,Colour,Mileage,Year,Prices
1546,Volkswagen,Jetta,0,Blue,82141,3,16000
1547,Volkswagen,Jetta,0,Silver,134000,4,13000
1548,Audi,Q3,1,Ibis White,5,-1,52057
1549,Ford,Fiesta,0,Silver,205990,9,6750
1550,Volkswagen,Passat,0,Grey,95891,3,21000
1551,Volkswagen,Jetta,0,Blue,35395,2,19500
1552,Nissan,Qashqai,0,Black,162539,8,9350
1553,Volvo,XC60,1,Blue,56647,2,47995
1554,Volkswagen,Tiguan,0,Grey,58381,2,31000
1555,Toyota,Camry,1,Pearl Red,9801,0,36995
1556,Mitsubishi,Pajero,1,Black,86500,4,34995
1557,Mercedes-Benz,V-Class,1,Silver,105329,7,21995
1558,Ford,Fusion,0,Black,233000,12,2500
1559,Opel,Astra,0,Silver,173850,6,8750
1560,Nissan,Qashqai,0,Grey,44230,1,23495
1561,MINI,Hatch,0,Red (Metallic),279000,8,6500
1562,Volkswagen,Tiguan,0,Brown,119088,6,12995
1563,Toyota,C-HR,1,Ash Grey,25504,1,26995
1564,Ford,S-Max,0,Black,85293,3,21900
1565,Volkswagen,Tiguan,0,Blue,68313,2,31500
1566,Mercedes-Benz,E-Class,1,Black,29933,1,39995
1567,Audi,A5,1,Brilliant Black,5,-1,53144
1568,BMW,X3,1,Black,32757,2,43950
1569,Volkswagen,Jetta,0,Grey,131700,5,10950
1570,Nissan,Tiida,0,Bronze,146337,9,4950
1571,Volkswagen,Tiguan Allspace,0,Grey,31145,1,36995
1572,BMW,5 Series,1,Black,75637,5,20995
1573,Honda,Civic,0,Blue,119088,4,14450
1574,Suzuki,Vitara,0,Black,61079,1,18950
1575,Opel,Mokka,1,White,29901,2,22950
1576,Volkswagen,Passat,0,Blue,98972,3,19450
1577,Mazda,Mazda6,0,Black,122146,4,13950
1578,Toyota,YARIS,0,Ash Grey,19102,2,13995
1579,Lexus,CT200H,1,Morello Red,124800,4,17945
1580,SEAT,Arona,0,Black,2,0,21495
1581,Renault,Clio,0,Grey,41314,1,13950
1582,Nissan,Qashqai,0,Black,111708,4,15995
1583,Mazda,CX-5,0,Red,98014,3,16500
1584,Opel,Corsa,0,Red,42295,3,12000
1585,Volkswagen,Tiguan,0,Silver,94668,4,22500
1586,Land Rover,Discovery,1,Bronze,238176,9,15950
1587,Volkswagen,Sharan,0,Silver,95125,4,23950
1588,Volkswagen,Caddy Maxi Life,0,Silver,13,0,36500
1589,Volkswagen,Jetta,0,Grey,101653,4,14000
1590,Skoda,Rapid,0,Blue,43857,2,16495
1591,Renault,Kadjar,0,Grey,78555,4,15950
1592,Skoda,Fabia,0,Grey,100903,3,11995
1593,Volkswagen,T-Roc,0,White,22912,0,28950
1594,Volkswagen,Polo,0,Black,108132,10,6950
1595,Volkswagen,Golf,1,Deep Black,16465,1,28945
1596,Renault,Megane,0,Grey,28059,1,18950
1597,Volkswagen,Golf,0,Carbon Steel Grey Metallic,88582,3,19945
1598,Opel,Insignia,0,Summit White,38600,1,24950
1599,Opel,Insignia,0,Silver,180724,8,4950
1600,Audi,A4,0,Black,149987,4,16950
1601,Opel,Astra,0,Red,149851,4,10500
1602,SEAT,Alhambra,0,Silver,94949,3,23900
1603,Volkswagen,Touran,0,Brown,179505,7,11500
1604,Mercedes-Benz,SL-Class,1,Obsidian Black Metallic,83040,9,49845
1605,Toyota,AYGO,0,Flash White,499,1,13495
1606,Mercedes-Benz,C-Class,1,Blue,75655,3,26945
1607,Volkswagen,Golf,0,Red,78000,2,19000
1608,Renault,Kadjar,0,Red,109321,2,18250
1609,Audi,S3,1,Ibis White,2,-1,65705
1610,Volkswagen,Tiguan,0,Black,129494,5,16995
1611,Volkswagen,T-Roc,0,Black,21000,2,22500
1612,Kia,Sportage,0,Silver,40233,3,19995
1613,Hyundai,ix20,0,Grey,2,1,18750
1614,Mercedes-Benz,E-Class,1,Grey,90811,3,28900
1615,Renault,Captur,0,Red,32954,1,17450
1616,Nissan,Micra,0,Grey,20597,1,14495
1617,Volkswagen,Caddy,0,Red,365261,13,2950
1618,Kia,Sportage,0,Black,64499,7,13995
1619,Mitsubishi,L200,0,Silver,72419,3,19925
1620,Hyundai,Tucson,0,Grey,79000,3,19400
1621,Skoda,Octavia,0,Grey,247499,6,8495
1622,SEAT,Ibiza,0,White,10,0,18995
1623,Audi,A5,1,Black/black Leather,57774,3,29950
1624,Nissan,Juke,0,Grey,37141,3,15995
1625,Mercedes-Benz,C-Class,1,Black,39390,2,29900
#1626,Peugeot,208,0,Red,$,0,18450
1627,Nissan,Qashqai,0,Black,70986,3,16495
1628,Toyota,Auris,0,Granite Grey Metallic,63789,2,17999
1629,Toyota,RAV4,0,Night Sky Black,151828,4,17495
1630,Volkswagen,Tiguan,0,Grey,132269,3,22950
1631,Volkswagen,Passat,0,Silver,45060,2,25500
1632,Ford,Focus,0,White,128775,3,14500
1633,Renault,Captur,0,Grey,22856,1,18450
1634,Hyundai,i10,1,White,93634,7,7950
1635,Volkswagen,Golf,0,White,74000,2,24500
1636,Volkswagen,Passat,0,Grey,185070,5,11950
1637,Mercedes-Benz,E-Class,1,Black,47600,2,35995
1638,Kia,Ceed,0,Silver,77777,4,12995
1639,Audi,A3,1,Black/black Leather,25500,2,23950
1640,BMW,3 Series,1,Blue,107076,3,23950
1641,Ford,Fiesta,0,Silver,170586,6,8450
1642,SEAT,Leon,1,Grey,79828,4,14995
1643,Ford,S-Max,0,Deep Impact Blue,85937,4,21950
1644,BMW,5 Series,1,Grey,25765,2,34945
1645,Volkswagen,Passat,0,Silver,177350,8,8450
1646,Lexus,NX 300H,1,Sonic Titanium,44090,2,37945
1647,Toyota,Prius+,1,Red,4736,0,33995
1648,Volkswagen,Golf SV,0,Grey,23000,3,22000
1649,Audi,A1,0,Ibis White,5,-1,29100
1650,Jeep,Cherokee,0,Black,30166,4,22995
1651,Toyota,Auris,0,Red,68656,5,12950
1652,BMW,6 Series,1,Silver,67966,3,39995
1653,Land Rover,Discovery Sport,0,Gold,88499,5,25495
1654,Volkswagen,Golf,0,Black,85615,2,18450
1655,Toyota,Prius+,1,Silver,152000,6,12950
1656,Skoda,Octavia,0,Grey,10,0,24995
1657,BMW,3 Series,1,Black,143261,3,20945
1658,Mercedes-Benz,GLA-Class,1,Grey,4153,0,43900
1659,Lexus,GS300H,1,Morello Red,63795,2,35945
1660,Nissan,Qashqai,0,Grey,98167,3,18900
1661,Audi,e-tron,1,Navarra Blue,4,-1,88970
1662,Volkswagen,Golf,1,White,1250,0,32945
1663,Volkswagen,Polo,1,Black,67591,3,17350
#1664,Mercedes-Benz,A-Class,0,White,$,-1,33580
1665,Kia,Sportage,0,Black,32439,2,24995
1666,Audi,A6,1,White,46477,3,28950
1667,MINI,Hatch,0,White,136791,4,12725
1668,Skoda,Karoq,0,Grey,19246,2,23995
1669,Nissan,Leaf,1,Red,12453,1,28995
1670,Mercedes-Benz,C-Class,1,Black,128909,3,24900
1671,Volkswagen,Golf,1,Silver,176500,6,10950
1672,Volkswagen,Touran,0,Black,153094,6,13500
1673,Skoda,Superb,1,Black,164149,3,16950
1674,Peugeot,5008,0,Black,150148,10,5950
1675,Audi,A4,0,Silver,147251,4,17950
1676,Volkswagen,Polo,1,Blue,14,0,24000
1677,Audi,A4,1,Black/black Leather,163666,4,16950
1678,Volkswagen,T-Roc,0,Black,100,0,28945
1679,Toyota,Avensis,0,Blue,140004,4,13500
1680,Audi,A6,1,Black,36773,3,26950
1681,Toyota,YARIS,0,Ultra Silver,15102,0,16995
1682,Volkswagen,Tiguan,0,White,159523,5,15500
1683,Volkswagen,T-Roc,0,Pure White,50,0,28945
1684,SEAT,Ateca,0,Beige,60000,2,23495
1685,Renault,Clio,0,Red,47003,1,12700
1686,Volkswagen,Golf SV,1,Black,68000,3,22450
1687,Audi,Q3,1,Mythos Black,5,-1,47685
1688,Volkswagen,Passat,1,Blue,210321,3,17950
1689,Audi,A6,1,Black,20908,1,43450
1690,Ford,Fiesta,1,Silver,35405,5,13450
1691,BMW,5 Series,1,Blue,133218,3,24995
1692,Toyota,Auris,1,Red,24140,4,17900
1693,Hyundai,ix35,0,Blue,117000,5,15495
1694,Hyundai,Tucson,0,White,92002,3,18995
1695,Skoda,Octavia,0,Blue,36285,1,22495
1696,Skoda,Fabia,0,White,63217,3,10250
1697,Volvo,V90,1,White,65000,3,28950
1698,Skoda,Superb,0,White,102995,4,16950
1699,Mercedes-Benz,E-Class,1,Black,15610,0,44945
1700,Volkswagen,Tiguan,0,Grey,103535,2,27950
1701,Audi,A6,1,Black,28623,2,36250
1702,Audi,A1,0,Mythos Black,5,-1,29868
1703,Ford,Focus,0,White,72419,2,17495
1704,Volkswagen,Golf SV,0,Black,52141,3,18500
1705,Toyota,C-HR,1,Metalstream Metallic,57063,1,25999
1706,Opel,Corsa,0,White,86902,10,5450
1707,Nissan,Qashqai,1,Blue,40000,2,21495
1708,Toyota,Corolla,1,Pearl Silver Bitone Roof,4717,0,26895
1709,Renault,Kadjar,1,Brown,29237,1,26450
1710,Ford,Transit Tourneo,0,White,140344,3,13950
1711,Audi,Q7,1,Black,24461,2,56950
1712,Volkswagen,T-Cross,0,White,28000,0,28000
1713,Mitsubishi,ASX,0,Silver,80602,5,13995
1714,Land Rover,Discovery,0,Grey,65124,1,39750
1715,Volkswagen,Passat,1,White,3000,0,44945
1716,Audi,Q3,1,Navarra Blue,5,-1,51205
1717,Hyundai,Kona,0,Orange,35199,1,18750
1718,Volvo,V40,0,Black,109432,4,14850
1719,Volkswagen,Touran,0,Silver,123002,5,16000
1720,Volkswagen,Polo,0,Black,221897,8,8500
1721,Toyota,Aqua,1,Blue,131000,6,8950
1722,Toyota,Auris,1,Red,74675,2,17950
1723,Toyota,C-HR,1,Metal Stream,36707,1,26995
